Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Finland,WKDGNQJQ DOKJ,Online,M,7/25/2014,195171105,9/4/2014,4322,51.61,54.89,353237.06,373415.67,547470.25
Europe,Vatican City,FDKLCUGLN,Offline,C,2/13/2011,128766906,3/28/2011,3844,989.45,840.03,3800253.0,3577843.44,241784.77
Europe,San Marino,ZNVGEIJCUP,Offline,L,6/27/2016,361725556,7/18/2016,1485,154.06,74.0,426623.8,135031.05,93748.05
Europe,Armenia,WKDGNQJQ DOKJ,Online,C,12/6/2016,789760196,1/2/2017,6447,51.61,54.89,358725.56,273472.13,777465.68
Europe,Slovakia,FGIPCAOVI,Online,C,11/1/2013,327072703,11/16/2013,6936,872.4,295.75,3818014.7,6881938.09,6088407.24
Europe,Switzerland,ZNVGEIJCUP,Online,H,9/18/2013,130356919,10/1/2013,4364,154.06,74.0,935092.19,995020.48,134801.01
Europe,Portugal,BNBVXP,Offline,H,2/5/2013,636360585,3/8/2013,2093,970.5,981.46,494501.2,276844.14,115777.37
Europe,Belarus,STBZQKASF,Online,M,7/24/2012,123938930,8/2/2012,5138,68.74,89.25,385364.5,163337.02,80461.08
Europe,Kosovo,BKXKLU DDPSOJWD,Offline,C,7/26/2014,770821654,8/19/2014,2112,458.83,555.36,9560792.27,4753833.7,161391.0
Europe,United Kingdom,FGIPCAOVI,Online,M,12/14/2012,692952191,1/4/2013,8807,872.4,295.75,6374859.4,5544017.4,1531273.09
Europe,Ukraine,STBZQKASF,Offline,L,9/7/2013,947507131,10/20/2013,7271,68.74,89.25,386203.68,231145.09,301311.99
Europe,Ireland,WKDGNQJQ DOKJ,Offline,L,1/21/2016,396462953,2/26/2016,1053,51.61,54.89,36942.13,53264.15,25044.99
Europe,Russia,STBZQKASF,Offline,M,8/30/2011,162791907,10/19/2011,2598,68.74,89.25,758293.5,53642.33,79800.72
Europe,Luxembourg,FGIPCAOVI,Online,M,1/26/2017,835341870,2/24/2017,5077,872.4,295.75,9127837.0,9471403.19,704907.62
Europe,Norway,FDKLCUGLN,Offline,C,4/29/2013,149274003,5/29/2013,2350,989.45,840.03,8591027.6,2057068.0,102137.7
Europe,Estonia,FGIPCAOVI,Offline,C,1/4/2017,311956632,1/10/2017,3755,872.4,295.75,6286568.0,477569.69,929467.36
Europe,Ukraine,YVOW ABYK,Offline,L,5/5/2014,920688903,6/12/2014,1161,194.89,609.6,296380.08,610370.97,681366.5
Europe,San Marino,WKDGNQJQ DOKJ,Online,L,9/25/2010,434485948,11/3/2010,2902,51.61,54.89,332759.33,744152.11,94169.98
Europe,Estonia,YVOW ABYK,Offline,H,5/22/2014,316466176,6/2/2014,8229,194.89,609.6,7382734.94,1255805.44,968343.91
Europe,Kosovo,FDKLCUGLN,Online,M,7/18/2014,101025998,8/11/2014,4693,989.45,840.03,1824074.25,8536236.82,772497.59
Europe,Luxembourg,WKDGNQJQ DOKJ,Offline,H,9/25/2015,547625386,9/29/2015,3376,51.61,54.89,154469.68,753675.46,52728.44
Europe,Montenegro,SMSUAK,Online,H,1/31/2016,394456660,2/9/2016,7346,7.6,2.21,43083.68,72189.8,90646.17
Europe,Kosovo,YVOW ABYK,Online,M,1/1/2014,104548490,1/5/2014,7076,194.89,609.6,9055666.01,1500957.53,594819.85
Europe,Greece,BNBVXP,Online,M,1/10/2010,687374913,2/26/2010,8367,970.5,981.46,4438095.2,222520.08,141239.91
Europe,Greece,ZNVGEIJCUP,Online,M,10/4/2012,921693980,11/4/2012,8586,154.06,74.0,9675506.97,711037.03,671046.07
Europe,Montenegro,FDKLCUGLN,Online,L,8/29/2012,829356467,9/16/2012,3864,989.45,840.03,9887677.99,5654430.65,569398.78
Europe,Czech Republic,BNBVXP,Offline,C,5/20/2015,322524106,5/20/2015,905,970.5,981.46,930793.5,730481.69,85749.88
Europe,Portugal,BNBVXP,Offline,M,9/14/2014,897638213,10/8/2014,9950,970.5,981.46,5445909.0,1707137.0,606003.7
Europe,Italy,YVOW ABYK,Offline,L,3/23/2017,480652987,4/5/2017,4755,194.89,609.6,9997947.5,663089.9,336907.9
Europe,France,BKXKLU DDPSOJWD,Online,C,6/20/2010,340213811,7/26/2010,5682,458.83,555.36,4008840.86,2016627.42,774339.0
Europe,Iceland,YVOW ABYK,Online,H,3/20/2013,826936471,3/30/2013,7733,194.89,609.6,8530079.99,3065271.82,680977.4
Europe,Norway,FGIPCAOVI,Online,H,5/14/2015,477633464,6/7/2015,1211,872.4,295.75,892424.9,262243.13,811768.78
Europe,Latvia,NJDZ,Online,L,11/25/2014,849431836,11/28/2014,4611,829.4,620.06,2457297.18,6055885.09,237457.4
Europe,United Kingdom,YVOW ABYK,Online,H,7/8/2012,844307315,7/29/2012,8152,194.89,609.6,3349033.58,4098187.26,921797.31
Europe,Finland,KYUTZQ,Online,H,6/20/2017,414579665,7/10/2017,2191,292.81,88.89,501059.17,213491.04,520960.55
Europe,Switzerland,BNBVXP,Offline,M,10/18/2015,569864976,11/30/2015,4565,970.5,981.46,636178.1,994831.13,377253.04
Europe,United Kingdom,JTSBQPV,Online,L,2/26/2017,783116900,3/14/2017,548,400.68,75.97,89245.38,88035.17,51027.65
Europe,Andorra,FGIPCAOVI,Online,L,2/26/2016,727821767,3/16/2016,7489,872.4,295.75,6828975.7,8501464.5,9973544.62
Europe,Georgia,NJDZ,Offline,C,3/15/2012,631172120,4/20/2012,6711,829.4,620.06,3495116.11,2015201.71,653883.0
Europe,San Marino,BKXKLU DDPSOJWD,Offline,M,5/11/2016,859914767,6/18/2016,6744,458.83,555.36,5806956.45,2396863.68,296512.0
Europe,Andorra,KYUTZQ,Online,L,2/4/2011,575479590,3/22/2011,6054,292.81,88.89,365334.16,745070.12,237373.3
Europe,Spain,KYUTZQ,Offline,M,2/19/2017,352342545,3/27/2017,4844,292.81,88.89,155198.56,805058.26,462078.61
Europe,Slovenia,BNBVXP,Online,H,7/22/2012,972419059,8/17/2012,9264,970.5,981.46,3590963.6,1084907.04,370589.39
Europe,Spain,NJDZ,Offline,M,5/20/2014,217165648,6/8/2014,2996,829.4,620.06,3748334.32,3639212.03,226821.0
Europe,Denmark,YVOW ABYK,Online,L,9/6/2016,764837539,9/6/2016,1279,194.89,609.6,175905.69,834327.36,454106.57
Europe,Latvia,SMSUAK,Offline,H,3/19/2017,870218312,3/27/2017,5792,7.6,2.21,14998.69,87793.74,15860.53
Europe,Spain,BKXKLU DDPSOJWD,Online,L,7/2/2017,513802516,8/7/2017,4437,458.83,555.36,5613031.44,4243209.73,907807.19
Europe,Slovakia,STBZQKASF,Online,M,5/31/2017,638957822,6/24/2017,673,68.74,89.25,18502.43,13737.3,99724.12
Europe,Bulgaria,YVOW ABYK,Online,H,12/19/2014,944247710,1/31/2015,2736,194.89,609.6,698446.08,237162.98,610117.65
Europe,Netherlands,YVOW ABYK,Offline,H,3/16/2013,694771802,3/21/2013,7270,194.89,609.6,2230644.9,7921032.4,629576.8
Europe,Bosnia and Herzegovina,KYUTZQ,Offline,C,3/31/2012,388728320,5/10/2012,2203,292.81,88.89,832510.99,446948.88,529119.16
Europe,Vatican City,ZNVGEIJCUP,Offline,L,3/18/2014,452559745,3/19/2014,1340,154.06,74.0,229616.9,458864.6,80895.5
Europe,Portugal,YVOW ABYK,Offline,M,3/27/2016,921230065,5/16/2016,1303,194.89,609.6,600638.36,165155.1,541878.06
Europe,Malta,SMSUAK,Online,M,5/9/2016,831143891,6/1/2016,2802,7.6,2.21,97527.3,35339.43,6118.07
Europe,Estonia,BNBVXP,Online,M,10/7/2015,318523538,11/5/2015,7048,970.5,981.46,4762742.3,339453.95,254683.01
Europe,Armenia,NJDZ,Offline,H,10/26/2010,970427358,10/31/2010,9875,829.4,620.06,9182456.66,2132837.09,915311.0
Europe,Estonia,BNBVXP,Offline,H,7/18/2013,195212733,8/14/2013,6641,970.5,981.46,6093260.7,386656.35,206630.47
Europe,Poland,FDKLCUGLN,Online,C,3/13/2011,141875827,4/16/2011,3065,989.45,840.03,3811790.13,9132150.3,767224.4
Europe,Vatican City,STBZQKASF,Offline,L,11/4/2011,510762822,12/22/2011,4924,68.74,89.25,808021.0,171706.3,84064.29
Europe,Russia,KYUTZQ,Offline,H,7/28/2012,189667212,9/3/2012,5598,292.81,88.89,895764.74,902150.41,896415.59
Europe,Germany,JTSBQPV,Online,C,3/21/2015,276784074,4/15/2015,5413,400.68,75.97,164112.82,177681.75,978385.1
Europe,Spain,JTSBQPV,Online,H,8/14/2010,744583642,9/26/2010,7701,400.68,75.97,265434.89,774207.28,126669.08
Europe,Moldova ,STBZQKASF,Online,H,6/26/2015,761724030,8/13/2015,9923,68.74,89.25,313143.58,894236.41,697915.23
Europe,Slovakia,BKXKLU DDPSOJWD,Online,C,5/5/2012,217248904,6/15/2012,7633,458.83,555.36,2725791.45,2837653.68,276154.49
Europe,Montenegro,JTSBQPV,Online,L,4/29/2016,685596930,6/16/2016,2222,400.68,75.97,443538.32,26928.7,390796.62
Europe,Greece,JTSBQPV,Online,H,1/31/2015,355534589,2/6/2015,9440,400.68,75.97,2672444.8,895604.0,804651.0
Europe,Belgium,BKXKLU DDPSOJWD,Offline,L,12/1/2012,456527268,12/2/2012,5419,458.83,555.36,1454096.22,6166852.16,618234.22
Europe,Montenegro,YVOW ABYK,Offline,C,2/15/2016,461917865,3/21/2016,616,194.89,609.6,307413.25,55239.55,53465.95
Europe,Montenegro,WKDGNQJQ DOKJ,Offline,C,6/29/2013,284435451,6/29/2013,9625,51.61,54.89,165777.19,459390.11,944471.7
Europe,Finland,NJDZ,Online,H,6/21/2014,844575107,6/26/2014,7397,829.4,620.06,4000408.02,5758542.79,557441.4
Europe,Russia,YVOW ABYK,Offline,L,5/19/2015,158479773,6/18/2015,6542,194.89,609.6,9695588.4,3768823.11,427119.52
Europe,Monaco,FDKLCUGLN,Online,L,6/9/2014,175723588,6/14/2014,9370,989.45,840.03,3725271.4,1493118.0,6072739.5
Europe,Netherlands,FDKLCUGLN,Online,C,11/4/2016,690220630,11/19/2016,477,989.45,840.03,995482.69,790998.81,67744.35
Europe,Macedonia,STBZQKASF,Offline,M,7/17/2017,704139363,8/31/2017,9340,68.74,89.25,169345.0,660163.9,117057.6
Europe,Italy,SMSUAK,Online,H,2/2/2014,636278617,3/22/2014,7837,7.6,2.21,26293.74,54232.04,45798.5
Europe,Belarus,KYUTZQ,Online,L,9/9/2012,525749719,10/22/2012,9880,292.81,88.89,5640306.4,399954.4,298191.2
Europe,Romania,SMSUAK,Online,H,10/27/2016,481976497,12/3/2016,6411,7.6,2.21,63701.12,93882.62,37176.53
Europe,San Marino,NJDZ,Online,H,10/22/2010,168979442,12/10/2010,3627,829.4,620.06,1530195.03,9962697.94,652268.1
Europe,Albania,FDKLCUGLN,Online,L,12/20/2010,570476520,12/24/2010,5534,989.45,840.03,1823985.48,8438165.94,550019.73
Europe,Finland,BNBVXP,Online,H,7/13/2013,144282948,8/1/2013,5386,970.5,981.46,1770730.4,801346.94,502492.11
Europe,Russia,STBZQKASF,Online,M,10/10/2013,797202146,11/17/2013,8685,68.74,89.25,314912.68,314915.28,901851.8
Europe,Hungary,SMSUAK,Offline,C,4/17/2016,353492677,5/23/2016,5193,7.6,2.21,35970.79,40627.15,51354.43
Europe,Slovenia,FGIPCAOVI,Offline,M,1/28/2014,155086886,2/5/2014,2511,872.4,295.75,8067432.9,646557.21,498430.66
Europe,Russia,FGIPCAOVI,Online,L,10/29/2010,113524663,12/9/2010,3325,872.4,295.75,9728911.0,165218.05,838910.08
Europe,Andorra,STBZQKASF,Offline,L,10/9/2013,932475602,11/21/2013,9107,68.74,89.25,838288.36,191157.39,439215.25
Europe,Russia,BKXKLU DDPSOJWD,Offline,L,1/20/2015,282917964,1/27/2015,567,458.83,555.36,369236.07,856999.98,93981.66
Europe,Croatia,YVOW ABYK,Offline,C,6/27/2013,775347936,7/8/2013,1539,194.89,609.6,464216.8,321621.11,203769.09
Europe,Bulgaria,YVOW ABYK,Offline,C,9/18/2010,980381143,9/26/2010,5421,194.89,609.6,1792295.5,234492.72,519657.06
Europe,Belarus,FGIPCAOVI,Offline,M,1/6/2010,521874034,2/3/2010,2979,872.4,295.75,4695303.8,784460.07,239250.48
Europe,Iceland,FGIPCAOVI,Online,M,4/16/2017,186847674,4/23/2017,1234,872.4,295.75,413290.0,987225.77,749382.56
Europe,Vatican City,SMSUAK,Offline,H,1/24/2015,117929494,3/2/2015,6813,7.6,2.21,99945.66,42511.91,25101.29
Europe,Netherlands,STBZQKASF,Offline,M,7/11/2017,786318385,8/23/2017,7939,68.74,89.25,214297.25,352727.7,489582.78
Europe,Austria,FDKLCUGLN,Online,C,9/20/2015,178604066,10/18/2015,1767,989.45,840.03,1180833.09,689854.82,527093.09
Europe,Bulgaria,ZNVGEIJCUP,Offline,C,6/11/2014,651247489,7/2/2014,7459,154.06,74.0,2986304.57,763884.57,419321.91
Europe,Cyprus,FDKLCUGLN,Online,L,3/20/2013,492353856,4/11/2013,7302,989.45,840.03,6972526.71,3669547.08,1059320.14
Europe,Ireland,WKDGNQJQ DOKJ,Offline,M,2/16/2013,382581126,3/27/2013,3112,51.61,54.89,914738.51,176357.04,97604.9
Europe,Andorra,FDKLCUGLN,Online,C,9/29/2010,533314406,10/29/2010,8439,989.45,840.03,2046229.45,4240935.06,2837324.07
Europe,Russia,KYUTZQ,Online,M,9/18/2016,949388539,9/30/2016,4021,292.81,88.89,335696.49,729804.77,208638.68
Europe,Portugal,STBZQKASF,Offline,L,1/10/2016,122372519,1/13/2016,1603,68.74,89.25,76454.77,89590.5,26541.03
Europe,France,JTSBQPV,Offline,M,1/16/2014,298978602,1/28/2014,3267,400.68,75.97,617251.61,971886.42,717108.14
Europe,Belarus,JTSBQPV,Offline,C,12/27/2016,691760861,1/28/2017,6266,400.68,75.97,787381.48,948223.97,460175.04
Europe,Serbia,NJDZ,Offline,H,4/14/2010,447536504,4/25/2010,4852,829.4,620.06,7143318.28,8970832.93,466577.0
Europe,Poland,ZNVGEIJCUP,Offline,H,1/13/2011,469840466,1/22/2011,5090,154.06,74.0,185894.4,977711.9,436835.3
Europe,Armenia,KYUTZQ,Offline,M,3/2/2011,418404281,4/15/2011,3979,292.81,88.89,274241.88,566562.27,219402.06
Europe,Austria,KYUTZQ,Online,M,1/18/2012,516122949,2/21/2012,1105,292.81,88.89,102843.3,154571.3,25361.5
Europe,Albania,FGIPCAOVI,Offline,L,8/29/2015,208238399,10/15/2015,1224,872.4,295.75,970635.5,478649.53,867766.82
Europe,Georgia,SMSUAK,Online,M,12/2/2016,526533353,1/12/2017,1775,7.6,2.21,10819.58,25302.0,6474.34
Europe,Iceland,NJDZ,Online,H,5/11/2011,643027484,5/18/2011,4977,829.4,620.06,1812171.01,6170675.13,348684.5
Europe,Hungary,STBZQKASF,Online,L,4/21/2013,327604424,5/13/2013,4284,68.74,89.25,329712.8,790394.6,18499.24
Europe,Ukraine,NJDZ,Offline,M,6/18/2014,219451320,7/2/2014,9377,829.4,620.06,2313472.69,8162331.48,457292.3
Europe,France,WKDGNQJQ DOKJ,Online,H,3/15/2011,575758969,3/29/2011,8729,51.61,54.89,278273.08,872657.9,649503.04
Europe,Malta,BKXKLU DDPSOJWD,Offline,H,12/4/2014,602264344,1/7/2015,2258,458.83,555.36,3596035.79,2714627.74,344472.9
Europe,Belgium,BNBVXP,Offline,H,11/22/2014,791890084,12/15/2014,6728,970.5,981.46,3019037.1,787916.08,890549.84
Europe,Liechtenstein,SMSUAK,Offline,C,6/29/2012,249606645,8/14/2012,3008,7.6,2.21,82228.35,77262.36,1059.83
Europe,Belgium,FDKLCUGLN,Offline,C,4/8/2015,497466361,5/1/2015,206,989.45,840.03,378081.84,461176.53,98585.22
Europe,Belarus,JTSBQPV,Offline,L,12/23/2014,839437711,12/24/2014,7128,400.68,75.97,804595.38,841046.66,708893.02
Europe,Luxembourg,BKXKLU DDPSOJWD,Online,H,10/31/2014,549048888,12/2/2014,4622,458.83,555.36,8694748.2,6640050.05,325252.8
Europe,Finland,KYUTZQ,Online,H,12/3/2015,427432811,12/11/2015,5722,292.81,88.89,582446.33,416217.59,315511.08
Europe,Andorra,BKXKLU DDPSOJWD,Online,H,3/31/2014,582836139,4/5/2014,3020,458.83,555.36,1831225.3,5316152.8,284129.0
Europe,Netherlands,JTSBQPV,Offline,H,4/8/2012,719730079,5/6/2012,2979,400.68,75.97,438717.76,235524.28,222662.02
Europe,Bulgaria,FDKLCUGLN,Online,H,4/21/2012,837608659,5/2/2012,5871,989.45,840.03,5691267.16,9789479.5,735041.44
Europe,Norway,NJDZ,Online,L,2/26/2017,930670154,3/15/2017,4835,829.4,620.06,6848242.18,6067242.56,520236.0
Europe,Portugal,JTSBQPV,Offline,H,2/15/2012,684853637,4/3/2012,2265,400.68,75.97,657761.4,40704.2,963344.2
Europe,Montenegro,BNBVXP,Offline,H,6/20/2013,930457293,7/26/2013,1845,970.5,981.46,514193.7,469434.75,649860.78
Europe,Estonia,BKXKLU DDPSOJWD,Offline,H,3/7/2013,343185698,4/25/2013,5129,458.83,555.36,3340056.09,7814227.82,810455.19
Europe,France,FGIPCAOVI,Online,M,7/26/2016,174935233,7/29/2016,6078,872.4,295.75,9743920.8,2905099.15,4809581.94
Europe,Romania,SMSUAK,Offline,M,10/9/2011,904812800,11/24/2011,3069,7.6,2.21,30655.26,39393.02,4193.81
Europe,Romania,WKDGNQJQ DOKJ,Online,L,6/13/2011,438683927,7/29/2011,5177,51.61,54.89,757968.6,907175.6,264857.56
Europe,Iceland,SMSUAK,Offline,H,8/13/2011,303534495,8/18/2011,1457,7.6,2.21,57611.27,39804.09,7020.49
Europe,Liechtenstein,YVOW ABYK,Online,M,11/26/2013,775008904,1/2/2014,1212,194.89,609.6,454271.8,193217.04,273347.07
Europe,Greece,SMSUAK,Online,M,8/16/2014,471348512,10/1/2014,1354,7.6,2.21,80307.03,2852.14,3242.17
Europe,Malta,YVOW ABYK,Offline,C,12/23/2012,302442729,1/17/2013,8379,194.89,609.6,8322080.89,4068068.6,237903.41
Europe,Macedonia,ZNVGEIJCUP,Online,C,4/12/2012,987050187,4/25/2012,8940,154.06,74.0,1563741.2,793214.7,591909.7
Europe,Bulgaria,BKXKLU DDPSOJWD,Online,H,11/2/2015,641537463,12/14/2015,4047,458.83,555.36,3493437.7,6791793.07,586139.78
Europe,Czech Republic,FDKLCUGLN,Offline,L,5/15/2015,512662255,6/22/2015,7009,989.45,840.03,6786546.75,5445590.2,8666504.58
Europe,Germany,JTSBQPV,Offline,L,11/7/2010,379900634,12/2/2010,9895,400.68,75.97,3069734.3,404524.6,821330.0
Europe,Georgia,BNBVXP,Online,H,6/14/2014,243144452,7/16/2014,701,970.5,981.46,278113.9,16841.48,32195.01
Europe,Malta,FGIPCAOVI,Online,H,6/15/2010,998043382,7/3/2010,2070,872.4,295.75,418150.0,211090.6,320807.5
Europe,Spain,SMSUAK,Offline,L,10/24/2015,446045196,11/1/2015,3540,7.6,2.21,21746.0,28709.9,3884.1
Europe,Lithuania,FDKLCUGLN,Offline,M,10/14/2014,544284856,10/25/2014,4839,989.45,840.03,4099737.94,2431791.06,501483.84
Europe,Romania,ZNVGEIJCUP,Offline,H,11/6/2014,606118571,11/18/2014,2809,154.06,74.0,156482.42,471122.33,821400.07
Europe,Portugal,KYUTZQ,Online,C,10/7/2010,583654105,10/19/2010,5075,292.81,88.89,813168.7,556791.0,297348.5
Europe,Moldova ,YVOW ABYK,Online,C,1/27/2014,608451879,3/1/2014,3287,194.89,609.6,938111.41,628804.82,181932.03
Europe,Romania,STBZQKASF,Online,M,5/10/2015,910886180,6/10/2015,317,68.74,89.25,35492.05,85858.66,3810.35
Europe,Vatican City,KYUTZQ,Offline,L,11/5/2011,820195758,11/24/2011,3006,292.81,88.89,822530.49,719717.66,455993.16
Europe,Lithuania,JTSBQPV,Online,H,6/28/2016,378216636,8/8/2016,1562,400.68,75.97,785419.64,55982.08,660489.24
Europe,Denmark,JTSBQPV,Online,C,7/21/2014,539002406,7/23/2014,1645,400.68,75.97,806536.8,54614.2,283936.7
Europe,Serbia,BKXKLU DDPSOJWD,Online,M,5/31/2015,659193694,6/11/2015,8918,458.83,555.36,3873319.48,1035509.93,1181423.0
Europe,Andorra,STBZQKASF,Online,H,3/11/2015,320431125,4/17/2015,1545,68.74,89.25,18000.77,37065.67,59613.5
Europe,Liechtenstein,ZNVGEIJCUP,Offline,L,11/28/2011,229355323,12/10/2011,192,154.06,74.0,49779.77,85629.62,72131.65
Europe,Macedonia,STBZQKASF,Offline,L,7/5/2017,949732291,8/14/2017,5745,68.74,89.25,472720.21,488651.48,20124.1
Europe,San Marino,FDKLCUGLN,Online,C,8/12/2014,871147000,8/25/2014,611,989.45,840.03,902940.99,880212.18,101261.03
Europe,Cyprus,YVOW ABYK,Online,M,1/18/2010,806197631,2/18/2010,649,194.89,609.6,806645.75,953648.09,18288.96
Europe,Lithuania,STBZQKASF,Offline,H,7/5/2015,926280772,7/21/2015,5919,68.74,89.25,403518.49,188165.01,12915.94
Europe,Greece,ZNVGEIJCUP,Offline,L,1/8/2011,936547410,1/12/2011,4046,154.06,74.0,601126.32,458399.81,114960.97
Europe,Slovenia,FGIPCAOVI,Online,H,10/29/2013,498201072,11/7/2013,7623,872.4,295.75,2847698.6,4181617.64,1325411.01
Europe,Cyprus,KYUTZQ,Offline,H,7/27/2015,842725884,8/11/2015,171,292.81,88.89,67510.25,72494.61,5246.0
Europe,Latvia,BKXKLU DDPSOJWD,Online,L,5/1/2017,343730294,5/28/2017,6287,458.83,555.36,1042339.6,7695055.66,237125.32
Europe,Georgia,ZNVGEIJCUP,Online,C,2/26/2015,636907756,4/1/2015,4013,154.06,74.0,159877.36,364902.09,143408.5
Europe,Czech Republic,BNBVXP,Online,H,2/16/2013,444806230,4/1/2013,6903,970.5,981.46,2487985.8,815554.49,103797.73
Europe,Latvia,KYUTZQ,Online,M,3/18/2017,517097985,4/14/2017,9640,292.81,88.89,6132714.1,642861.0,634859.3
Europe,Netherlands,STBZQKASF,Offline,M,10/27/2015,642953670,12/9/2015,3134,68.74,89.25,120823.1,67726.93,82812.84
Europe,Serbia,KYUTZQ,Offline,M,8/18/2014,265191352,9/26/2014,4869,292.81,88.89,742912.02,755299.33,497971.44
Europe,Latvia,BKXKLU DDPSOJWD,Online,L,6/16/2013,129127395,6/20/2013,520,458.83,555.36,777197.1,264816.6,26119.0
Europe,Serbia,ZNVGEIJCUP,Offline,M,6/25/2011,392518174,7/3/2011,3705,154.06,74.0,629514.9,151917.08,699817.47
Europe,Malta,SMSUAK,Online,C,11/21/2016,121380746,12/18/2016,8115,7.6,2.21,96416.56,77214.4,74454.68
Europe,Russia,JTSBQPV,Offline,M,5/8/2014,745467269,6/23/2014,9186,400.68,75.97,1003846.08,142258.11,659866.93
Europe,Bulgaria,NJDZ,Offline,H,4/7/2012,948518216,5/4/2012,6473,829.4,620.06,1307959.95,1557546.09,788351.5
Europe,Finland,BKXKLU DDPSOJWD,Offline,L,4/17/2017,163744628,5/1/2017,4529,458.83,555.36,2949330.09,2570235.54,332555.76
Europe,Greece,FDKLCUGLN,Offline,M,1/23/2012,706301438,2/11/2012,9146,989.45,840.03,9630575.0,2042074.05,7418284.15
Europe,Montenegro,JTSBQPV,Online,C,3/9/2014,234082448,3/9/2014,9053,400.68,75.97,392173.03,528855.38,944060.67
Europe,Romania,NJDZ,Offline,L,8/22/2012,161607444,10/3/2012,2089,829.4,620.06,152742.4,333726.86,741444.7
Europe,Lithuania,NJDZ,Offline,C,7/6/2014,764483058,8/5/2014,6380,829.4,620.06,6509525.0,6021612.0,367974.0
Europe,Iceland,YVOW ABYK,Offline,M,8/5/2014,828993833,9/2/2014,6552,194.89,609.6,6871833.28,2401552.7,575744.63
Europe,Bosnia and Herzegovina,NJDZ,Offline,C,12/9/2015,498946940,1/11/2016,8342,829.4,620.06,3218287.87,2298906.72,483622.7
Europe,Switzerland,WKDGNQJQ DOKJ,Offline,M,8/2/2014,287151563,8/11/2014,3383,51.61,54.89,633487.92,592006.15,61727.26
Europe,Croatia,BKXKLU DDPSOJWD,Online,C,5/22/2013,259006392,6/6/2013,4602,458.83,555.36,6963682.57,1261284.32,353594.6
Europe,United Kingdom,ZNVGEIJCUP,Online,C,9/30/2012,556647908,10/29/2012,3341,154.06,74.0,837605.74,100101.54,744699.01
Europe,Ireland,ZNVGEIJCUP,Offline,M,4/9/2011,923922574,5/23/2011,8076,154.06,74.0,1438055.73,711357.04,607036.93
Europe,San Marino,KYUTZQ,Offline,C,1/4/2017,742100560,1/17/2017,2902,292.81,88.89,123907.15,961401.3,236204.7
Europe,France,SMSUAK,Offline,H,2/12/2014,605029380,2/18/2014,493,7.6,2.21,3616.25,5559.26,8062.73
Europe,Cyprus,NJDZ,Online,L,6/11/2017,333304440,7/5/2017,1046,829.4,620.06,840918.81,426890.9,66284.4
Europe,Russia,FGIPCAOVI,Offline,H,9/3/2014,486345708,10/11/2014,9357,872.4,295.75,5133082.1,8679116.32,9565057.0
Europe,Malta,STBZQKASF,Online,M,4/30/2016,180358016,5/16/2016,800,68.74,89.25,13344.0,72311.0,59271.0
Europe,Georgia,JTSBQPV,Online,H,7/18/2012,141846215,8/16/2012,4302,400.68,75.97,524974.69,652900.23,858876.9
Europe,Moldova ,YVOW ABYK,Offline,C,6/9/2017,252541625,7/5/2017,1534,194.89,609.6,992567.0,653926.57,301995.31
Europe,Montenegro,FGIPCAOVI,Offline,C,3/29/2014,614597785,5/14/2014,1997,872.4,295.75,233473.8,525870.01,278284.79
Europe,Sweden,WKDGNQJQ DOKJ,Offline,H,5/17/2011,861976850,5/25/2011,6960,51.61,54.89,848203.9,322844.8,971399.8
Europe,Czech Republic,JTSBQPV,Offline,L,8/21/2012,631463515,9/25/2012,2942,400.68,75.97,881135.4,105099.5,828119.46
Europe,Moldova ,SMSUAK,Online,M,7/29/2013,307305467,8/10/2013,7371,7.6,2.21,52234.43,61872.25,53856.41
Europe,Cyprus,BNBVXP,Offline,H,7/5/2011,392676532,8/6/2011,567,970.5,981.46,296593.2,98220.26,26379.25
Europe,Luxembourg,YVOW ABYK,Online,L,5/26/2012,111063039,7/13/2012,4876,194.89,609.6,5431983.47,376778.59,670565.55
Europe,Spain,STBZQKASF,Online,M,12/5/2011,556263816,12/7/2011,9679,68.74,89.25,284297.59,991703.81,576811.79
Europe,Greece,STBZQKASF,Online,M,5/25/2011,642123687,5/30/2011,7523,68.74,89.25,469342.33,983122.42,688101.2
Europe,Czech Republic,STBZQKASF,Online,M,5/2/2010,242168128,5/3/2010,1785,68.74,89.25,23205.25,22728.69,74247.3
Europe,Croatia,STBZQKASF,Offline,H,3/11/2017,192236125,3/22/2017,5796,68.74,89.25,684768.7,924103.32,42412.25
Europe,Greece,KYUTZQ,Online,L,8/18/2016,957926118,9/1/2016,480,292.81,88.89,77088.2,46924.8,72202.8
Europe,Austria,STBZQKASF,Online,H,11/14/2016,646691596,12/13/2016,9269,68.74,89.25,439814.05,455266.33,776641.19
Europe,Ukraine,BKXKLU DDPSOJWD,Offline,H,12/4/2015,115363156,1/10/2016,7376,458.83,555.36,5122035.51,5849306.17,815367.0
Europe,Vatican City,FDKLCUGLN,Offline,L,3/17/2017,922564303,4/2/2017,6134,989.45,840.03,5240408.84,2052252.01,5078814.4
Europe,Bulgaria,BNBVXP,Offline,H,2/17/2011,928168189,3/15/2011,4448,970.5,981.46,853622.3,689206.09,616411.37
Europe,Monaco,ZNVGEIJCUP,Online,L,3/18/2011,346498763,4/2/2011,5539,154.06,74.0,526189.54,722150.28,349677.07
